----------MST de custo 1805.840000---------
Pai	Filho
7590	1194
1138	1195
7429	1196
4145	1197
9146	1198
8497	1199
6669	1200
7235	1201
6043	1202
5342	1203
8931	1204
8202	1205
4447	1206
1319	1207
3140	1208
692	1209
4495	1210
6385	1211
8782	1212
4447	1213
4293	1214
9882	1215
9170	1216
6236	1217
1703	1218
1168	1219
1256	1220
7434	1221
6950	1222
5339	1223
7982	1224
9848	1225
4369	1226
324	1227
4190	1228
8744	1229
5640	1230
5876	1231
1449	1232
1959	1233
7801	1234
5435	1235
6815	1236
1233	1237
341	1238
3074	1239
6009	1240
8716	1241
2820	1242
7626	1243
4928	1244
8121	1245
3153	1246
9355	1247
5483	1248
1772	1249
7866	1250
3667	1251
4009	1252
1722	1253
5177	1254
2507	1255
1220	1256
6175	1257
4658	1258
9818	1259
449	1260
6403	1261
883	1262
804	1263
1404	1264
1450	1265
3919	1266
524	1267
4335	1268
5890	1269
7516	1270
5838	1271
3413	1272
4291	1273
1459	1274
5715	1275
5176	1276
9818	1277
6787	1278
3479	1279
8400	1280
2850	1281
1690	1282
6511	1283
8016	1284
7308	1285
8811	1286
8731	1287
6690	1288
6795	1289
7562	1290
9503	1291
7250	1292
7038	1293
922	1294
8612	1295
8615	1296
2295	1297
5222	1298
1032	1299
9326	1300
8269	1301
6682	1302
4233	1303
6153	1304
8066	1305
8028	1306
7649	1307
8543	1308
2687	1309
8904	1310
6090	1311
436	1312
9265	1313
451	1314
7157	1315
6995	1316
297	1317
6683	1318
4526	1319
478	1320
2167	1321
3136	1322
9109	1323
4562	1324
6586	1325
6200	1326
585	1327
4625	1328
2870	1329
7318	1330
6465	1331
5534	1332
3355	1333
5791	1334
2671	1335
6730	1336
471	1337
888	1338
9725	1339
4820	1340
674	1341
7319	1342
556	1343
7212	1344
8929	1345
9859	1346
3125	1347
3516	1348
5754	1349
2078	1350
709	1351
3384	1352
6916	1353
411	1354
4361	1355
1073	1356
3745	1357
6251	1358
1524	1359
1702	1360
3738	1361
5291	1362
6749	1363
2729	1364
3122	1365
8897	1366
972	1367
7049	1368
221	1369
3827	1370
4097	1371
5844	1372
1528	1373
767	1374
9878	1375
5427	1376
61	1377
5020	1378
5256	1379
8508	1380
1672	1381
405	1382
1598	1383
9779	1384
4546	1385
8384	1386
5651	1387
5735	1388
8691	1389
3839	1390
2398	1391
74	1392
6690	1393
7196	1394
4684	1395
6218	1396
212	1397
6015	1398
1137	1399
2770	1400
4355	1401
7505	1402
8688	1403
1264	1404
6847	1405
9086	1406
8550	1407
5515	1408
9425	1409
98	1410
1727	1411
4080	1412
4838	1413
9966	1414
3206	1415
4578	1416
335	1417
6220	1418
98	1419
809	1420
8985	1421
9551	1422
7543	1423
8694	1424
8514	1425
1649	1426
6777	1427
2456	1428
5200	1429
4372	1430
5858	1431
819	1432
1781	1433
3871	1434
290	1435
2535	1436
1981	1437
5602	1438
3736	1439
9812	1440
7443	1441
9468	1442
9746	1443
9771	1444
8916	1445
2926	1446
720	1447
428	1448
3678	1449
6978	1450
2974	1451
7267	1452
5658	1453
1542	1454
5251	1455
8382	1456
6292	1457
5133	1458
1274	1459
6836	1460
5553	1461
8070	1462
2687	1463
9068	1464
3676	1465
9989	1466
3302	1467
3695	1468
5976	1469
6180	1470
3011	1471
3355	1472
2024	1473
7242	1474
6269	1475
5940	1476
874	1477
2850	1478
9823	1479
3422	1480
5656	1481
2361	1482
4584	1483
6670	1484
9516	1485
7282	1486
6960	1487
7849	1488
2362	1489
7381	1490
2823	1491
2966	1492
3982	1493
9420	1494
5598	1495
4835	1496
2902	1497
156	1498
7686	1499
7	1500
8970	1501
36	1502
851	1503
9463	1504
8072	1505
6435	1506
745	1507
3283	1508
5913	1509
3468	1510
2602	1511
9206	1512
5295	1513
3006	1514
5556	1515
2630	1516
4257	1517
3182	1518
4672	1519
5712	1520
9932	1521
5907	1522
1146	1523
7000	1524
9544	1525
3092	1526
2928	1527
1373	1528
4835	1529
758	1530
6818	1531
6205	1532
2798	1533
757	1534
26	1535
9064	1536
4377	1537
9531	1538
1143	1539
9846	1540
3842	1541
7843	1542
3742	1543
6398	1544
4724	1545
4446	1546
3620	1547
4272	1548
6300	1549
7202	1550
6971	1551
9950	1552
6486	1553
846	1554
8901	1555
108	1556
9789	1557
2775	1558
2134	1559
170	1560
4125	1561
9548	1562
2259	1563
2250	1564
6081	1565
9219	1566
7802	1567
6929	1568
431	1569
9983	1570
5028	1571
3871	1572
8426	1573
6292	1574
2451	1575
940	1576
8321	1577
2098	1578
8210	1579
2374	1580
2424	1581
5165	1582
5649	1583
2366	1584
1986	1585
6238	1586
6794	1587
7315	1588
6864	1589
90	1590
7283	1591
5267	1592
412	1593
2930	1594
6346	1595
8229	1596
1705	1597
1383	1598
1866	1599
1034	1600
9915	1601
8786	1602
4154	1603
3294	1604
2485	1605
1545	1606
1550	1607
8920	1608
1901	1609
8628	1610
9541	1611
5486	1612
8988	1613
4439	1614
175	1615
3892	1616
3304	1617
3472	1618
2179	1619
7180	1620
8131	1621
3695	1622
8147	1623
761	1624
5468	1625
7079	1626
107	1627
5045	1628
5844	1629
8086	1630
300	1631
7261	1632
5685	1633
4653	1634
8484	1635
2441	1636
9654	1637
286	1638
990	1639
3916	1640
8473	1641
5311	1642
132	1643
4940	1644
2396	1645
5513	1646
7235	1647
8062	1648
5241	1649
2530	1650
8852	1651
7563	1652
4913	1653
452	1654
1256	1655
7876	1656
4077	1657
7635	1658
5780	1659
8016	1660
8909	1661
6485	1662
6564	1663
5974	1664
5172	1665
1790	1666
7611	1667
1166	1668
4534	1669
299	1670
8833	1671
2690	1672
8550	1673
3031	1674
4578	1675
7289	1676
6531	1677
8464	1678
2105	1679
3053	1680
3636	1681
2986	1682
8244	1683
3603	1684
4526	1685
7270	1686
1694	1687
9584	1688
631	1689
1282	1690
2281	1691
7374	1692
4658	1693
5504	1694
4132	1695
2640	1696
4371	1697
8769	1698
3474	1699
2285	1700
9006	1701
1360	1702
9757	1703
331	1704
6380	1705
6084	1706
4266	1707
5035	1708
3404	1709
3760	1710
8772	1711
4994	1712
1141	1713
410	1714
5149	1715
7275	1716
9969	1717
9487	1718
5071	1719
9759	1720
3703	1721
9345	1722
5785	1723
2143	1724
7445	1725
187	1726
1411	1727
7460	1728
8829	1729
6394	1730
7144	1731
3116	1732
2203	1733
1003	1734
4079	1735
9844	1736
659	1737
1653	1738
2780	1739
9348	1740
3930	1741
8034	1742
5037	1743
5454	1744
6575	1745
1153	1746
5471	1747
351	1748
1457	1749
3724	1750
412	1751
4506	1752
5749	1753
7937	1754
2811	1755
9977	1756
6141	1757
1448	1758
110	1759
6402	1760
5970	1761
7385	1762
4666	1763
1527	1764
8499	1765
9538	1766
384	1767
8959	1768
9454	1769
2673	1770
6695	1771
1249	1772
6808	1773
8756	1774
5003	1775
1811	1776
5896	1777
9874	1778
3381	1779
9991	1780
840	1781
2225	1782
150	1783
5957	1784
9635	1785
7925	1786
3269	1787
3826	1788
1977	1789
9794	1790
7859	1791
1528	1792
6508	1793
5316	1794
9682	1795
3423	1796
882	1797
1954	1798
560	1799
817	1800
5670	1801
8108	1802
8690	1803
2347	1804
7713	1805
4718	1806
1937	1807
2937	1808
6994	1809
3364	1810
3392	1811
7806	1812
6365	1813
1767	1814
464	1815
2013	1816
4075	1817
758	1818
3140	1819
9404	1820
779	1821
4012	1822
704	1823
322	1824
3378	1825
7171	1826
4681	1827
4359	1828
9579	1829
9820	1830
8270	1831
4867	1832
4434	1833
6240	1834
6692	1835
325	1836
5623	1837
54	1838
9871	1839
2592	1840
6804	1841
5514	1842
7311	1843
5099	1844
7960	1845
7164	1846
9996	1847
2398	1848
3063	1849
5673	1850
5462	1851
3366	1852
8411	1853
9261	1854
4567	1855
5946	1856
4222	1857
9316	1858
4810	1859
3432	1860
7233	1861
5231	1862
7465	1863
6379	1864
3290	1865
4067	1866
4332	1867
1006	1868
6033	1869
7430	1870
4130	1871
2669	1872
6713	1873
4810	1874
1500	1875
3602	1876
763	1877
9252	1878
2318	1879
7587	1880
9136	1881
7413	1882
8640	1883
6589	1884
1927	1885
2137	1886
3497	1887
3842	1888
2892	1889
2962	1890
9439	1891
8513	1892
5784	1893
8959	1894
886	1895
8060	1896
2379	1897
2382	1898
1958	1899
7693	1900
5951	1901
1872	1902
7219	1903
8650	1904
306	1905
8179	1906
837	1907
9247	1908
6680	1909
646	1910
1000	1911
556	1912
6327	1913
770	1914
14	1915
2509	1916
419	1917
2477	1918
7460	1919
8184	1920
1971	1921
9918	1922
7472	1923
5010	1924
484	1925
7618	1926
1885	1927
1897	1928
409	1929
8234	1930
9801	1931
186	1932
9766	1933
3148	1934
3304	1935
4344	1936
8536	1937
9212	1938
853	1939
254	1940
4983	1941
3964	1942
8964	1943
875	1944
2315	1945
831	1946
7548	1947
3307	1948
6676	1949
1439	1950
4224	1951
5247	1952
921	1953
1798	1954
7697	1955
9524	1956
3277	1957
1899	1958
9029	1959
9048	1960
2429	1961
2481	1962
5009	1963
3996	1964
6172	1965
6144	1966
2570	1967
577	1968
2788	1969
7015	1970
1921	1971
4975	1972
4479	1973
4900	1974
5239	1975
8848	1976
1789	1977
7719	1978
9894	1979
9149	1980
1437	1981
9732	1982
6646	1983
9292	1984
105	1985
5338	1986
5566	1987
5898	1988
5600	1989
7473	1990
4239	1991
8492	1992
2175	1993
9534	1994
6153	1995
3891	1996
4342	1997
9763	1998
3233	1999
1034	2000
5712	2001
1316	2002
3349	2003
3126	2004
3614	2005
5231	2006
4258	2007
6399	2008
1267	2009
4397	2010
3352	2011
5519	2012
5932	2013
8991	2014
7866	2015
3908	2016
6780	2017
218	2018
8079	2019
1258	2020
3152	2021
2449	2022
6225	2023
1473	2024
9610	2025
500	2026
3889	2027
7029	2028
6266	2029
8240	2030
6804	2031
2246	2032
9711	2033
3883	2034
9154	2035
8022	2036
5275	2037
5180	2038
4911	2039
5733	2040
4927	2041
8999	2042
1720	2043
2196	2044
5377	2045
2223	2046
8070	2047
1130	2048
6499	2049
8342	2050
4920	2051
5026	2052
3730	2053
9105	2054
5114	2055
2637	2056
127	2057
2353	2058
9592	2059
8532	2060
5701	2061
1378	2062
5504	2063
2468	2064
5283	2065
5225	2066
7844	2067
3437	2068
5490	2069
8138	2070
731	2071
3765	2072
3353	2073
8067	2074
2055	2075
8997	2076
942	2077
1350	2078
6288	2079
3916	2080
5477	2081
7508	2082
871	2083
5351	2084
3623	2085
8190	2086
6306	2087
7370	2088
371	2089
2509	2090
5190	2091
705	2092
5997	2093
3055	2094
6746	2095
1447	2096
7594	2097
1578	2098
2005	2099
6687	2100
6656	2101
6717	2102
7839	2103
9817	2104
5734	2105
5130	2106
1801	2107
4035	2108
4285	2109
3423	2110
2586	2111
6194	2112
4258	2113
5710	2114
9647	2115
7178	2116
3378	2117
9521	2118
917	2119
9434	2120
2601	2121
2531	2122
5642	2123
4713	2124
225	2125
6761	2126
8134	2127
8282	2128
5400	2129
2666	2130
806	2131
2942	2132
7277	2133
2110	2134
4280	2135
1111	2136
1886	2137
3666	2138
3521	2139
9070	2140
6458	2141
5805	2142
5489	2143
2554	2144
9649	2145
9237	2146
1512	2147
9211	2148
2599	2149
2506	2150
494	2151
6090	2152
394	2153
868	2154
1146	2155
7720	2156
2529	2157
2679	2158
8640	2159
623	2160
6214	2161
2530	2162
873	2163
2448	2164
968	2165
9973	2166
6920	2167
3421	2168
9142	2169
9260	2170
5059	2171
2827	2172
652	2173
2297	2174
5841	2175
3556	2176
2388	2177
7785	2178
1619	2179
2907	2180
6388	2181
3308	2182
5324	2183
7185	2184
9231	2185
3846	2186
9314	2187
4790	2188
4406	2189
3078	2190
1121	2191
5309	2192
4683	2193
8207	2194
8278	2195
2044	2196
8801	2197
6563	2198
4077	2199
6999	2200
3044	2201
5405	2202
3752	2203
3528	2204
4574	2205
654	2206
7041	2207
2801	2208
4955	2209
9737	2210
2738	2211
9758	2212
7806	2213
1453	2214
5410	2215
5053	2216
892	2217
3251	2218
5216	2219
1052	2220
1808	2221
7612	2222
350	2223
7200	2224
6800	2225
7246	2226
5341	2227
8409	2228
3623	2229
7891	2230
5211	2231
6898	2232
8908	2233
349	2234
9494	2235
9169	2236
1284	2237
5982	2238
3556	2239
2446	2240
9694	2241
6722	2242
35	2243
3477	2244
5607	2245
1083	2246
8399	2247
9441	2248
7111	2249
1564	2250
2643	2251
450	2252
3383	2253
9917	2254
3897	2255
108	2256
8821	2257
7827	2258
6498	2259
9696	2260
3162	2261
4770	2262
650	2263
3840	2264
5644	2265
8095	2266
9643	2267
3677	2268
5578	2269
8787	2270
8968	2271
9669	2272
6843	2273
5344	2274
9764	2275
6686	2276
154	2277
8622	2278
8568	2279
7637	2280
1691	2281
2905	2282
924	2283
6279	2284
3282	2285
3524	2286
3727	2287
664	2288
5142	2289
3330	2290
3200	2291
9298	2292
9573	2293
4100	2294
9528	2295
5523	2296
2174	2297
7805	2298
756	2299
662	2300
8568	2301
5032	2302
8164	2303
7440	2304
7555	2305
6542	2306
5569	2307
366	2308
77	2309
3550	2310
8898	2311
5372	2312
9507	2313
7759	2314
7049	2315
3960	2316
7087	2317
5110	2318
8138	2319
4276	2320
5944	2321
9938	2322
9401	2323
414	2324
2941	2325
3633	2326
7625	2327
4038	2328
8207	2329
9546	2330
2165	2331
8358	2332
7528	2333
5074	2334
2174	2335
5822	2336
6159	2337
8290	2338
1549	2339
5614	2340
1836	2341
4822	2342
119	2343
2256	2344
5487	2345
1513	2346
1804	2347
4278	2348
226	2349
6783	2350
8624	2351
2687	2352
2058	2353
7468	2354
8240	2355
9668	2356
9565	2357
9354	2358
4584	2359
8885	2360
1482	2361
4574	2362
2788	2363
2857	2364
3819	2365
1584	2366
9630	2367
4714	2368
2813	2369
7098	2370
8162	2371
71	2372
6199	2373
1580	2374
8162	2375
3774	2376
4905	2377
3750	2378
1897	2379
9038	2380
606	2381
7097	2382
2036	2383
7740	2384
1529	2385
545	2386
4965	2387
2177	2388
500	2389
675	2390
279	2391
4480	2392
990	2393
3038	2394
2693	2395
8379	2396
7609	2397
1391	2398
9980	2399
367	2400
3812	2401
343	2402
5266	2403
6310	2404
277	2405
6393	2406
482	2407
6901	2408
4693	2409
4589	2410
7286	2411
8589	2412
6317	2413
9381	2414
5638	2415
5917	2416
3832	2417
5551	2418
9570	2419
7036	2420
5325	2421
8127	2422
6740	2423
1581	2424
3785	2425
4109	2426
1788	2427
453	2428
7024	2429
3629	2430
55	2431
8614	2432
3148	2433
3993	2434
4659	2435
6472	2436
8605	2437
6486	2438
7090	2439
3487	2440
1636	2441
7117	2442
4875	2443
6519	2444
1005	2445
5706	2446
8422	2447
2164	2448
2022	2449
8038	2450
2889	2451
9621	2452
2308	2453
8430	2454
2906	2455
6167	2456
2673	2457
6596	2458
2530	2459
7621	2460
6758	2461
6588	2462
3864	2463
3870	2464
8992	2465
6373	2466
7230	2467
2064	2468
7792	2469
751	2470
3315	2471
6425	2472
3723	2473
6830	2474
8927	2475
7877	2476
2622	2477
7935	2478
3949	2479
7940	2480
5669	2481
8135	2482
991	2483
3424	2484
4796	2485
8089	2486
4779	2487
6146	2488
6058	2489
216	2490
5510	2491
7814	2492
6799	2493
4634	2494
5900	2495
809	2496
8313	2497
7547	2498
7889	2499
9302	2500
4055	2501
4305	2502
5595	2503
8715	2504
5658	2505
2150	2506
5795	2507
3060	2508
1916	2509
9404	2510
3837	2511
7455	2512
1846	2513
3418	2514
9838	2515
4833	2516
3947	2517
6038	2518
616	2519
1035	2520
6778	2521
2623	2522
7815	2523
4617	2524
419	2525
8719	2526
9660	2527
5340	2528
8553	2529
1650	2530
9955	2531
5673	2532
6558	2533
1876	2534
5009	2535
5856	2536
3307	2537
1832	2538
578	2539
