----------MST de custo 18352.430000---------
Pai	Filho
32359	2045
10086	2046
23026	2047
16147	2048
89445	2049
7282	2050
4028	2051
18553	2052
32590	2053
78138	2054
52898	2055
58450	2056
68627	2057
1236	2058
70266	2059
87532	2060
2088	2061
32259	2062
4526	2063
79421	2064
60529	2065
48819	2066
22439	2067
86263	2068
84020	2069
9371	2070
89576	2071
83384	2072
24220	2073
23092	2074
72683	2075
41007	2076
36611	2077
19726	2078
25743	2079
38558	2080
84067	2081
76337	2082
80039	2083
82506	2084
59379	2085
5181	2086
96452	2087
2061	2088
47739	2089
75927	2090
62613	2091
40873	2092
9927	2093
850	2094
79816	2095
58960	2096
53414	2097
59875	2098
10191	2099
39087	2100
83213	2101
79849	2102
31456	2103
93542	2104
16414	2105
53618	2106
73106	2107
42564	2108
42587	2109
20951	2110
8755	2111
20741	2112
57319	2113
88621	2114
85733	2115
59865	2116
27075	2117
71569	2118
9733	2119
45845	2120
14837	2121
72737	2122
79221	2123
65236	2124
63122	2125
57843	2126
35037	2127
89210	2128
25751	2129
5595	2130
62564	2131
66840	2132
52756	2133
56032	2134
14173	2135
65133	2136
97991	2137
5036	2138
40562	2139
48415	2140
47887	2141
14478	2142
41119	2143
26168	2144
43479	2145
36282	2146
46743	2147
83874	2148
34886	2149
44112	2150
41085	2151
331	2152
35473	2153
74838	2154
77017	2155
69091	2156
39834	2157
21327	2158
25116	2159
75523	2160
23300	2161
21955	2162
37086	2163
3660	2164
99513	2165
17561	2166
93648	2167
60	2168
13420	2169
22847	2170
60509	2171
8400	2172
746	2173
41058	2174
89829	2175
15023	2176
86229	2177
16966	2178
85684	2179
21295	2180
14759	2181
92358	2182
37999	2183
67164	2184
67425	2185
54959	2186
27333	2187
82790	2188
78523	2189
71737	2190
16622	2191
87723	2192
52296	2193
61158	2194
49296	2195
38911	2196
85790	2197
66817	2198
19555	2199
18497	2200
33103	2201
52379	2202
96373	2203
61652	2204
85826	2205
49673	2206
32619	2207
58546	2208
25584	2209
88533	2210
97986	2211
15114	2212
70789	2213
14089	2214
46526	2215
71221	2216
69597	2217
1445	2218
43414	2219
67892	2220
25755	2221
20900	2222
31515	2223
24525	2224
46413	2225
7538	2226
8656	2227
38357	2228
15255	2229
65883	2230
85755	2231
13697	2232
87154	2233
16393	2234
99286	2235
26038	2236
3255	2237
20534	2238
86335	2239
74565	2240
43090	2241
45819	2242
29720	2243
51604	2244
88265	2245
20799	2246
3089	2247
91669	2248
12750	2249
35324	2250
92680	2251
62412	2252
71798	2253
31258	2254
93467	2255
31088	2256
54999	2257
33307	2258
38132	2259
76984	2260
26183	2261
84508	2262
39389	2263
16503	2264
46612	2265
56102	2266
90019	2267
2116	2268
47719	2269
20330	2270
97863	2271
26265	2272
90798	2273
7785	2274
13505	2275
49002	2276
43775	2277
66052	2278
94385	2279
68240	2280
58395	2281
39841	2282
34107	2283
33605	2284
34047	2285
49995	2286
4057	2287
77757	2288
8167	2289
2650	2290
80759	2291
17778	2292
45688	2293
43375	2294
85547	2295
30998	2296
30029	2297
96009	2298
27187	2299
62394	2300
73382	2301
53076	2302
44790	2303
52655	2304
88071	2305
89440	2306
33846	2307
51772	2308
38180	2309
9728	2310
85525	2311
87407	2312
27161	2313
59200	2314
47420	2315
88754	2316
66701	2317
57285	2318
89067	2319
17592	2320
87952	2321
78360	2322
39685	2323
83045	2324
28811	2325
71689	2326
4462	2327
34563	2328
87119	2329
66975	2330
49802	2331
14408	2332
8513	2333
41290	2334
47162	2335
65422	2336
56193	2337
49297	2338
8490	2339
49796	2340
88596	2341
26843	2342
13442	2343
47271	2344
63944	2345
91480	2346
34999	2347
41955	2348
71602	2349
54855	2350
28000	2351
66863	2352
67133	2353
38660	2354
9368	2355
62781	2356
22933	2357
73118	2358
71314	2359
19088	2360
29224	2361
96488	2362
82275	2363
35600	2364
67651	2365
96598	2366
15259	2367
10942	2368
42798	2369
34216	2370
10732	2371
71155	2372
42127	2373
69637	2374
79122	2375
1843	2376
92021	2377
78938	2378
3036	2379
94044	2380
11019	2381
10273	2382
43755	2383
28348	2384
35537	2385
58389	2386
48687	2387
87682	2388
57347	2389
10352	2390
99128	2391
92066	2392
90251	2393
75526	2394
72458	2395
10802	2396
34262	2397
75415	2398
95384	2399
15347	2400
59710	2401
44745	2402
43877	2403
30822	2404
27550	2405
92317	2406
74574	2407
13796	2408
1375	2409
34947	2410
28073	2411
30379	2412
96410	2413
50188	2414
48841	2415
1747	2416
89979	2417
20242	2418
95030	2419
42528	2420
12240	2421
47337	2422
85878	2423
79698	2424
50559	2425
38896	2426
76026	2427
11818	2428
28485	2429
42070	2430
23313	2431
43578	2432
89752	2433
43563	2434
57097	2435
45585	2436
38230	2437
6961	2438
92061	2439
6154	2440
93630	2441
17861	2442
45561	2443
21891	2444
38637	2445
96976	2446
39367	2447
90793	2448
70273	2449
39897	2450
20795	2451
12752	2452
76024	2453
86227	2454
51349	2455
15979	2456
90493	2457
46714	2458
88948	2459
40667	2460
82945	2461
59818	2462
75399	2463
5840	2464
94686	2465
48949	2466
78382	2467
10334	2468
54330	2469
62386	2470
93868	2471
89419	2472
87489	2473
25486	2474
45853	2475
66721	2476
12507	2477
15232	2478
82961	2479
81995	2480
31094	2481
21678	2482
40152	2483
26072	2484
62445	2485
24481	2486
79164	2487
80003	2488
63351	2489
83450	2490
59824	2491
36946	2492
11821	2493
5684	2494
92128	2495
34928	2496
